med_mass_1 med_mass_2 med_lum_dist p_PopIII
1.187476893121589150e+01 1.075792362819889902e+01 1.877506613472477056e+03 3.846513628959655705e-04
8.455548634056277990e+00 8.166169040361310749e+00 2.535081221587617620e+03 3.691338300704955790e-04
1.753209221641783131e+02 8.653328176287146789e+01 2.393103885327486933e+04 9.595974121093749920e-01
2.133310439922567880e+01 1.635655147253980601e+01 6.048827063814589565e+03 7.544147491455078201e-03
3.241382110775838754e+01 2.696938206018449335e+01 2.459410663021806613e+04 9.077833890914916706e-04
1.843973697752098815e+02 1.633527389590660732e+02 3.783224557659850689e+04 8.324069824218750524e-01
4.306542394494315573e+01 3.209421537237837185e+01 6.527549068185109718e+03 1.789656829833984331e-01
1.160823514558224190e+02 9.550243265983080221e+01 2.837768949625774985e+04 6.786534423828125551e-01
1.156179638496679907e+01 1.094579398950324745e+01 1.815528659030459039e+03 3.826770782470703311e-04
1.201924902892872637e+01 8.317872218179541477e+00 2.249416591385447646e+03 3.676796555519103778e-04
1.830145563085645222e+01 1.485519784117067843e+01 5.997093651210821008e+03 3.552517592906952095e-04
1.148613197254956475e+01 1.101535162903717691e+01 1.855184414190603093e+03 3.777230381965636982e-04
1.500332689215815094e+02 1.129512111372192322e+02 4.502374060449640092e+04 7.577017822265624813e-01
1.480511045627894440e+01 1.365341612425474693e+01 4.624022800691216617e+03 3.722169399261474683e-04
2.381722177359494452e+01 1.773450988316413657e+01 1.319207781411312317e+04 7.939047813415527717e-04
5.658314647785308438e+01 3.776097765452692556e+01 3.231690266123553010e+04 1.360785102844238280e-02
7.294675763517595612e+01 4.136966226103149324e+01 2.863547061665527508e+04 3.051240234375000027e-01
7.089192008001626277e+01 4.587894773276261162e+01 1.616213446616807414e+04 7.092714843749999831e-01
2.510913187160620907e+01 1.857162285050078054e+01 1.453916080550164952e+04 7.807971239089966280e-04
1.397237380384895573e+02 5.406380947249386537e+01 4.189976155234014732e+04 9.165131835937500027e-01
9.687933818512500750e+01 5.934634783948364145e+01 2.408029888330335234e+04 9.012038574218750320e-01
7.110436967890308324e+01 2.341639321129611773e+01 1.712278433901868630e+04 6.842894287109374529e-01
1.210589956793499411e+01 8.688496389190461855e+00 2.132478273096589419e+03 3.664642274379730164e-04
1.761468671077539483e+01 1.275626532933979718e+01 5.238231360973570190e+03 1.586217403411865337e-03
8.299246260170409784e+00 8.104932329056621754e+00 2.666399405328506873e+03 3.773090243339538401e-04
1.595339662651190693e+01 1.392800426036490791e+01 4.979194646358228965e+03 3.627882897853851514e-04
8.255372039855819821e+01 6.861381698068029777e+01 3.786449958396543661e+04 1.430410919189453178e-01
1.118944529169865731e+01 8.958156913343579220e+00 2.183581127806290169e+03 3.648562431335449180e-04
1.879512956389087464e+01 1.036148820702318574e+01 2.199297746212882885e+03 3.680522441864013568e-04
4.112420800863947079e+01 3.686454248793477007e+01 3.060207072178620001e+04 1.266721844673156672e-03
7.608057205377119203e+01 5.648233088330825069e+01 2.924337420741183087e+04 1.947613983154296846e-01
8.860925082809973929e+00 8.135448836732658506e+00 2.502075081631711328e+03 3.832101225852966079e-04
3.117068673763731113e+02 2.212919746064675053e+02 7.570835192913275387e+04 9.202955932617187251e-01
1.278763568869725376e+01 9.346503156942738144e+00 2.153126175592879463e+03 3.659648597240448115e-04
7.834659006487657962e+01 7.035387344595525860e+01 1.062287475883271691e+04 7.678795166015625062e-01
1.792367801879670708e+01 1.588836624529195518e+01 6.448637838048427511e+03 3.612226843833923158e-04
3.256429441377405283e+02 2.589646362856478845e+02 5.557925448760614381e+04 9.524710693359375036e-01
3.206976325300871622e+01 2.909240041208441596e+01 1.961236445598572391e+04 8.975106477737426498e-04
3.918089713297430876e+01 2.935624537321013960e+01 1.867493306700843823e+04 1.289446353912353498e-03
1.973546730760257617e+01 1.814619999737210065e+01 2.430992850388237457e+03 5.362230539321899371e-04
1.160922299675469738e+01 8.178144101024122037e+00 2.212945306200545474e+03 3.647597432136535792e-04
1.102751898694693722e+01 9.396280595039444350e+00 2.033747941116410175e+03 3.722854554653167521e-04
5.530284826620192007e+01 4.959964396377056772e+01 3.142791797221448360e+04 8.446294784545898757e-03
1.203105158549019649e+01 1.092703845641166893e+01 2.084667435877885964e+03 3.674412071704864758e-04
1.303053879388636993e+01 1.062957938277873637e+01 2.234014470826323304e+03 3.650118112564086680e-04
1.876273587875440541e+01 1.704794907925316494e+01 1.933811623675271449e+03 5.213060379028320495e-04
4.724542106866988433e+01 4.034416289798606670e+01 2.401861957076637555e+04 9.124450683593750278e-03
1.778784310767204957e+01 1.658109010009040674e+01 2.309513938964782483e+03 4.314218759536743160e-04
8.307211698638033681e+01 6.304412835669534587e+01 2.492229734847728832e+04 6.038812255859374867e-01
2.889859561419387290e+01 2.419920462746487644e+01 7.630772000827133525e+03 2.406112432479858530e-03
1.211412905863798173e+01 8.912277235396034669e+00 2.205112334385311442e+03 3.666591346263885698e-04
1.143445425539250770e+01 1.094359705368798785e+01 1.911692011976405638e+03 3.733537197113037252e-04
1.660275189640848126e+01 1.379620847963104957e+01 5.638536200585700499e+03 3.461587429046630816e-04
1.210732995043889559e+01 1.019223229156948918e+01 2.425740410960544978e+03 3.676450252532959223e-04
4.842585859050623753e+01 4.071536717315819232e+01 4.474370483042814885e+04 4.147685050964355045e-03
4.840013369428674395e+01 4.278826228419477218e+01 1.433848486810209215e+04 4.131644058227539051e-02
1.681558283323866831e+01 1.306946929156111992e+01 5.004580894623346467e+03 7.491071224212646901e-04
5.292371092753955963e+01 4.332412970107549199e+01 2.896664360985740132e+04 4.839410781860351354e-03
1.698180149888615986e+01 1.305278821121092747e+01 4.888635607787494337e+03 3.678400218486786027e-04
2.338003377788931658e+01 2.130977813599993098e+01 1.317920231364367646e+04 8.150172829627990454e-04
4.953894751121633533e+01 2.540816696879839043e+01 1.218849812135611137e+04 6.719311523437500044e-01
2.207353260630640790e+01 1.487780658208810536e+01 1.150146683293641763e+04 1.066517710685730000e-03
2.083372575895757706e+01 1.425632241886319207e+01 4.535076868053816725e+03 1.513642311096191455e-02
2.447986502914070428e+01 1.806135539806692236e+01 1.232003412104975905e+04 8.952986001968384023e-04
1.994550149166909847e+01 1.341249552700263337e+01 8.320118166536605713e+03 3.411241173744201829e-04
1.708024841583783200e+02 9.037917672223781551e+01 4.495891915627734852e+04 8.197757568359375080e-01
3.525753974481486352e+01 2.976661480478110278e+01 1.768856374194747696e+04 1.732683181762695226e-03
2.287029312808874124e+02 1.229047850572919458e+02 8.409251887264725519e+04 6.099030151367187402e-01
1.257990142844874981e+01 1.009458749243482956e+01 2.240886656601999675e+03 3.731514811515808231e-04
1.710589310411361907e+01 1.347519528221894447e+01 7.270193007327845407e+03 3.443461060523986738e-04
2.077021201001834783e+01 1.945138673080816716e+01 7.021620767023014196e+03 1.298512935638427776e-03
5.623101282507478516e+01 2.830117430679587898e+01 2.327478634847040667e+04 1.533079376220703172e-01
1.164558256158045246e+01 8.883501922484512647e+00 2.558897548762065071e+03 3.645213544368744105e-04
7.161032556630590307e+01 4.815705997933272187e+01 1.701113175203648279e+04 7.050489501953125515e-01
1.116431786153104611e+02 6.638601171741262874e+01 3.871448450695927022e+04 6.662211303710937615e-01
1.662402582700592291e+01 1.190951433544354643e+01 5.447000251986632065e+03 3.468305170536040995e-04
5.247697586929500346e+01 4.555978583641243063e+01 1.764305599619830173e+04 1.147173023223876931e-02
8.598917130240691620e+01 7.211831093302002671e+01 1.057964608838250206e+04 8.271417236328124645e-01
2.460789587085369234e+01 1.676997428142107083e+01 1.017965574467859551e+04 1.484705924987792967e-03
4.399572431462370758e+01 3.118107194036462460e+01 1.794047370414906618e+04 1.218837928771972570e-02
1.214928192171877797e+01 1.168881061710512270e+01 2.277290745628498371e+03 4.072805345058440893e-04
1.803462759287672057e+01 1.475961762888542594e+01 2.951356829161941732e+03 4.117414653301239074e-04
1.836430725042370682e+01 1.509565398647582413e+01 8.515908639584853518e+03 3.317110538482666076e-04
2.562794966409785857e+01 2.379099781880459830e+01 1.309669125921090745e+04 8.093864917755127196e-04
5.444160802706281288e+01 4.025230480601759098e+01 4.656525384435577871e+04 4.266699314117431384e-03
1.732588468109223641e+02 6.320851631600477560e+01 6.243759204404716729e+04 4.688598632812500111e-01
1.872636943658833957e+02 1.640455976076544289e+02 7.835949833967201994e+04 5.694533081054687917e-01
1.308919634195075687e+01 9.498879076281220080e+00 2.410094187272511590e+03 3.727566599845886478e-04
1.879431312729101222e+01 1.647799858414149199e+01 5.199553260281871189e+03 4.742329716682434199e-04
1.441034572649529721e+01 1.349782929431608203e+01 5.137436977296303667e+03 3.528257906436920344e-04
1.627261570380996858e+01 1.103285042365902235e+01 5.218731734613255867e+03 3.475484848022460777e-04
4.334873567962999630e+01 2.359348042307500748e+01 1.838569537229622074e+04 1.053551864624023386e-02
2.521372595688537999e+01 1.824090299478642763e+01 1.014959891766200417e+04 3.461346149444580102e-03
1.831843525821735170e+02 1.642637301398643501e+02 4.223093529611983104e+04 7.698800048828124964e-01
5.723230134726941287e+01 3.656121646652872670e+01 3.563680081368685933e+04 7.422920703887939640e-03
3.175957706873049915e+02 2.656717935298452176e+02 7.239365626311348751e+04 9.128587646484375151e-01
1.130906716467615958e+01 1.018932922903334060e+01 2.650570382213766607e+03 3.645660579204559534e-04
1.149359523044487474e+01 8.788923185669396787e+00 2.505902739062574256e+03 3.654534220695495705e-04
2.892473328730824633e+01 2.205391970478918040e+01 1.520312834538073366e+04 7.385038733482361239e-04
1.572917633422102313e+01 1.392256219325516398e+01 6.099370169209798405e+03 3.441742956638336277e-04
3.122507564668637201e+02 2.560089142908162785e+02 7.479435654963638808e+04 9.097032470703124707e-01
1.332362508990209449e+02 1.037674816880633557e+02 1.776248083543172106e+04 9.531343994140625275e-01
3.426111214854713438e+01 2.763171164942106373e+01 2.800729588673655235e+04 8.864379525184630949e-04
2.138174655549111094e+02 1.380910394454398897e+02 6.744608626149239717e+04 7.629272460937499556e-01
3.496403056236680129e+01 2.491594319411496272e+01 2.215286301697514136e+04 2.791128158569335972e-03
1.941220628827408845e+01 1.535626523449737491e+01 2.685076631350862954e+03 4.133473634719848759e-04
4.854264098143006834e+01 3.548654257448174576e+01 2.185932785362299546e+04 2.738314819335937664e-02
1.290701084600139126e+01 1.052885557639907255e+01 2.470358565503301634e+03 3.719039857387542738e-04
3.889051255932844242e+01 3.156768279371267027e+01 1.999353137376338054e+04 1.661883711814880326e-03
2.493929573906490660e+01 1.934373968564947432e+01 1.118606877945509768e+04 1.159738183021545403e-03
3.299777541729943664e+01 2.337990759488064185e+01 1.452841884698880494e+04 1.581928253173828063e-03
5.740467117212160986e+01 4.380170812263249047e+01 1.858399391262063727e+04 1.691921081542968885e-01
1.218222650853639877e+01 8.705572418994101724e+00 2.837006741574659827e+03 3.648875951766967639e-04
2.328161956705339364e+01 1.930103674908177780e+01 2.542130983009340525e+03 5.640484809875488149e-03
2.658748790420478514e+01 2.337044057610301451e+01 1.636360439990241866e+04 7.050907611846923308e-04
5.976449132697311484e+01 4.508233795582854242e+01 3.338196963468025206e+04 2.114896392822265478e-02
3.905823741338757316e+01 3.214928455821139153e+01 3.558338509417280147e+04 1.059537172317504819e-03
1.989573157618574584e+01 1.711872698085788258e+01 6.185409261441818671e+03 8.897904157638549883e-04
2.080058056950451117e+01 1.637161894781934279e+01 9.849451169132422365e+03 1.236155748367309595e-03
2.619191171788320105e+01 2.352209331107095736e+01 1.424763928387397755e+04 7.801777124404906706e-04
2.144496385197984623e+01 1.457209640023544139e+01 9.769510617099898809e+03 1.303498148918151838e-03
2.113855653239575361e+01 1.634347908612908640e+01 8.212443594714201026e+03 2.080704689025878948e-03
2.403315397495426708e+01 2.028562048900684900e+01 1.104994189980594092e+04 9.784902930259705041e-04
1.767940555189940710e+01 1.699026622544793952e+01 8.511578673950269149e+03 3.302465975284576169e-04
4.060534225605225629e+02 2.741977705060994026e+02 7.256717105417791754e+04 9.603782958984374840e-01
4.762245172987865516e+01 3.037616689684509907e+01 1.224892271721131328e+04 1.286943969726562498e-01
2.402296205915434157e+01 1.847321626505343062e+01 1.093518276478509870e+04 1.000797390937805233e-03
3.123461706144227890e+01 2.437984458302697988e+01 8.777954522044541591e+03 4.374801635742187403e-03
1.089166655574966995e+02 5.608382386893282501e+01 3.824647450300211494e+04 6.774043579101562962e-01
3.148838660895845010e+01 2.281202099842104403e+01 2.262428896804655596e+04 8.272342681884765686e-04
2.963523833729325929e+01 2.474634776123895819e+01 1.915732264367170137e+04 6.866322755813598780e-04
1.613250453718272581e+01 1.315624612719910580e+01 6.194617962728529164e+03 3.458913266658782929e-04
5.178956805501179872e+01 4.070157847407659801e+01 2.998336933865378523e+04 2.505809974670410167e-02
3.112823525239030431e+01 2.899054327891538918e+01 2.824906640927340959e+03 2.229186630249023471e-02
2.339404983599764876e+01 1.598725509444832227e+01 1.222015583315932963e+04 1.465635299682617118e-03
1.178285861372161669e+01 1.121048420204207474e+01 2.302712446107830147e+03 3.737396597862243470e-04
1.522969880524804509e+01 1.147131267043692660e+01 5.153405522937813657e+03 3.530058562755584734e-04
2.863718047580068315e+01 1.988449469883953213e+01 1.471359565489360830e+04 1.099895119667053216e-03
9.478930526230178089e+01 7.556047988164334583e+01 1.497917064041894810e+04 8.350343017578124583e-01
7.426203176182494303e+01 3.799677849934354867e+01 2.173484464731906337e+04 6.237289428710937056e-01
3.169087467258420077e+01 2.229917726856682947e+01 2.545467818849862670e+04 8.618527054786681877e-04
9.483426230381544997e+01 7.958835089785569039e+01 1.820974350157461595e+04 7.316704711914062687e-01
6.063820325084537899e+01 3.882013027231396762e+01 2.722921207932335528e+04 1.342954101562499891e-01
2.659120138762803975e+01 2.229073976911958610e+01 1.141776977586467547e+04 9.684612751007080520e-04
1.288398087717795448e+01 1.049623760200094758e+01 2.742688201861488778e+03 3.649163246154785004e-04
2.167679030331905921e+01 1.972664652475386404e+01 1.134078651700429509e+04 9.486914873123168971e-04
1.214234135910257706e+01 1.144056152525588743e+01 3.289284500623979056e+03 3.837977945804596004e-04
2.422480143104374406e+01 2.171813644155078649e+01 1.450565287011098553e+04 7.897562384605407750e-04
4.559573434148800430e+01 3.388441981927148561e+01 3.016612580266858276e+04 2.620006799697875872e-03
4.003556238612077323e+01 3.262468090414586186e+01 6.051257402432277559e+03 1.493900756835937482e-01
2.541768729877418664e+01 1.908990081317745435e+01 1.310783578297340318e+04 9.059312939643859386e-04
2.575344023655798509e+01 2.263587945051948935e+01 1.224112828576781612e+04 8.594169616699218629e-04
1.508896794801119157e+01 1.270791418603515766e+01 4.276939250444218487e+03 3.883593678474426235e-04
2.321662009475471677e+01 1.692663206481836013e+01 1.211096288797975649e+04 1.069059014320373471e-03
7.540297710793946351e+01 5.042365683289879996e+01 3.397926275092415744e+04 7.215965270996094194e-02
4.312407067124134130e+01 3.667818071566840388e+01 2.096166618730531263e+04 6.301953315734863496e-03
4.069205591272790912e+01 1.721447983899944134e+01 1.027394213651044811e+04 2.703925170898437425e-01
1.767908582774214210e+02 1.551020065273822297e+02 2.653722822395781259e+04 9.558553466796875231e-01
1.493196685397980161e+01 1.249578843628606961e+01 4.523420945150346597e+03 3.771744072437286256e-04
1.883769246814620502e+01 1.463352993620156717e+01 5.113077670176118772e+03 1.949388027191162115e-03
1.655071673285342726e+01 1.107881554990831141e+01 5.834103962169972874e+03 3.454116880893707501e-04
2.042115185816717116e+01 1.567049111490833724e+01 8.723647067286006859e+03 5.880030393600463919e-04
5.984506965667938516e+01 3.657411462240989408e+01 3.100237717947696365e+04 1.890824127197265545e-02
5.315695002261992386e+01 4.723448215615754009e+01 1.841397941575263758e+04 1.388650703430175867e-02
2.436923770480896323e+01 2.156319506260530261e+01 7.365449761653408132e+03 1.574022054672241135e-03
1.690860198417123783e+01 1.375369441551665517e+01 5.381222975268046866e+03 3.619242906570434770e-04
1.873593275844638129e+01 1.320767078221324553e+01 6.104316424525037291e+03 3.557479977607727194e-04
1.123296284110132959e+01 8.783878120582741644e+00 3.220982364905552913e+03 3.645027279853821009e-04
2.158202393229341851e+02 1.882344639960115558e+02 8.637066406935629493e+04 7.945839843749999964e-01
1.932972378840488759e+01 1.492966172986897533e+01 1.297566911655371587e+04 2.969578504562378051e-04
4.078646844641196623e+01 3.257686247650386235e+01 1.838815815787983229e+04 1.697096347808837872e-03
2.248828468471302244e+01 1.633454694630239956e+01 1.500550468323390851e+04 9.092050790786743338e-04
1.955786707999876484e+01 1.471449226985557246e+01 7.993885256953772114e+03 3.342607617378234950e-04
1.800919296692361726e+01 1.611777655015807653e+01 9.505016468964935484e+03 3.227211833000183275e-04
1.453428213806430946e+01 1.165708685620300855e+01 4.943816388105811711e+03 3.593994379043578954e-04
2.127748702389336302e+02 1.648622848209523113e+02 7.869904091207688907e+04 7.776065063476562678e-01
1.264554821590925116e+01 9.345508142702263044e+00 2.134444612546807548e+03 3.670316934585571549e-04
4.370947535225243996e+01 2.777750665517278250e+01 2.266069453845457247e+04 9.974033355712889903e-03
3.789993816227976140e+02 3.040550743894988273e+02 8.557021476278838236e+04 9.269371337890625062e-01
1.274803257948798496e+01 1.034123934391086053e+01 2.385063053339718408e+03 3.651971817016601675e-04
1.599314611267387249e+02 9.975957857315788146e+01 3.794448963738680322e+04 8.874592285156249760e-01
1.818147530349979135e+01 1.313934060619998334e+01 6.548092132163209499e+03 3.474655151367187444e-04
2.676793239375525104e+02 2.303595548312582082e+02 6.399471145992930542e+04 9.297680664062499822e-01
3.719333564354775490e+02 3.124880941149373825e+02 8.697336853843933204e+04 9.106601562499999636e-01
5.210557746457465100e+01 3.657963591242952361e+01 4.838918911271121033e+04 4.793905258178711264e-03
1.702655283348063335e+02 1.129780445424204487e+02 2.437951408939763496e+04 9.671211547851562562e-01
3.379951250523851058e+01 2.802134197717789021e+01 2.939713169447140535e+04 8.735358715057373047e-04
1.202846431659006932e+01 1.099903374421664282e+01 3.117924108594595509e+03 3.645027279853821009e-04
1.156189192107063235e+01 8.711672732216182879e+00 2.586742210440617328e+03 3.645027279853821009e-04
1.359339783811203972e+01 1.140858145213919883e+01 2.445097752691112873e+03 3.677416443824767819e-04
1.264202047622233138e+01 8.838693152095933314e+00 2.282129488966551435e+03 3.667150139808654985e-04
2.350710174251433671e+01 1.974359213692700621e+01 4.345044943073342438e+03 8.066041946411132979e-03
4.716868134452921879e+01 3.200643652930131111e+01 1.874448443415446673e+04 5.393778991699219039e-02
1.287172027179592071e+01 1.191466822266030867e+01 4.015196445822678015e+03 3.895182609558105560e-04
1.077185647489733356e+02 7.857652456940218144e+01 2.643872477919956145e+04 7.123127441406249538e-01
2.101241398024824747e+01 1.580589318348067351e+01 1.142121510606165612e+04 1.129242062568664579e-03
1.207811722355979001e+01 8.566944987807113776e+00 2.512061277941620119e+03 3.652322888374328691e-04
2.108402273067812871e+01 1.745147648996197631e+01 9.403427227058578865e+03 1.018196582794189502e-03
2.615695828588125238e+01 2.383012202446135319e+01 1.125038603515677823e+04 9.655290842056274067e-04
1.562839637864091991e+01 1.440089829176607239e+01 4.591017407037012163e+03 3.738054037094116068e-04
2.325109921454503592e+01 2.004276833354655452e+01 2.628416403136719964e+03 5.374389648437500125e-03
4.157947875428069295e+01 2.713247949350226662e+01 1.969835913063331827e+04 2.771398162841796908e-02
5.172838385010881268e+01 3.798462010572772130e+01 5.234579255180312612e+04 3.300685882568359358e-03
7.813580604407982833e+01 5.348018422181642961e+01 3.157600139448169284e+04 2.321038818359374978e-01
1.273892548415495440e+01 9.379611011903543627e+00 2.412061512639545072e+03 3.651371002197265851e-04
1.974647907857942641e+02 1.691952955036997537e+02 2.941164001588326209e+04 9.000081787109375231e-01
1.180055760349331173e+01 1.078328502048803550e+01 2.144955801488794805e+03 3.723486065864562962e-04
3.355764291951543044e+01 2.428880831615523306e+01 1.831142167977126519e+04 1.143451929092407148e-03
5.690946212192469034e+01 4.874865356567934782e+01 1.808004593242090050e+04 6.640339660644531405e-02
2.460680620504593463e+01 1.917887671563604357e+01 1.279556907821041932e+04 8.865580558776855807e-04
1.502006779268110570e+01 1.258927591750009078e+01 6.291461457601662914e+03 3.488222360610961689e-04
1.649906073410660312e+01 1.359444991801900748e+01 6.594419524833936521e+03 3.463516831398010258e-04
5.316235007643054189e+01 3.817659828177244208e+01 4.991690886406257778e+04 3.526402711868286202e-03
2.228293872230752015e+01 2.052480132046557060e+01 1.195836179088979770e+04 8.816038966178894268e-04
1.803359453221256388e+02 1.443575442912351718e+02 5.016369031324669777e+04 8.114910888671874600e-01
2.553898844763350695e+01 2.156168542009714884e+01 5.240882259210033226e+03 4.167568683624267405e-03
1.046378421168504360e+02 7.481124682585227958e+01 4.199621834772641159e+04 4.865039978027344003e-01
1.156930012601661595e+01 1.073453545686831845e+01 2.469390700797776844e+03 3.646773397922515648e-04
1.215426333429933514e+01 1.174074276020176022e+01 2.790145300130039686e+03 4.085000157356262441e-04
1.256331687135145714e+01 1.157142756844257470e+01 2.576982625597888727e+03 4.004662036895751732e-04
1.945758631618766898e+01 1.845258844514357577e+01 6.553691109088655139e+03 4.120929837226867758e-04
1.218763064145328734e+01 1.154561538651221753e+01 2.622860011965263766e+03 3.907589018344878942e-04
3.309445664469969017e+01 2.910164730083236151e+01 1.105997964294381018e+04 4.339395046234130471e-03
5.837982470869346230e+01 4.608806465627559135e+01 3.469359625579173735e+04 1.734642601013183447e-02
2.055986535100089796e+01 1.536775051266883452e+01 1.059233107938081230e+04 7.148383259773254030e-04
3.054951306491880132e+02 1.485570842518483801e+02 6.092527199058808037e+04 9.278453369140624574e-01
2.288797303402560601e+01 1.794708565280203061e+01 1.196574486889166474e+04 9.814531207084655449e-04
3.107283323626812788e+01 2.301656455372114607e+01 1.678770652436859382e+04 9.220520257949829310e-04
5.383206700390477550e+01 4.839983315111997797e+01 1.039441503638663562e+04 3.564685058593750067e-01
5.767321247018698926e+01 4.801074942935858303e+01 1.320113073685717063e+04 4.146842651367187438e-01
8.618749544989105971e+01 8.248638722547939039e+01 8.980224473185942770e+03 8.905389404296875089e-01
3.734548843495785775e+01 3.233204596691921040e+01 2.292272705961014071e+04 1.030720472335815369e-03
8.370048216736225299e+01 7.386981093691932188e+01 3.504577433742576977e+04 1.005965881347656299e-01
3.500285425091580294e+01 2.772411169954866494e+01 1.172774474887519318e+04 2.802330589294433488e-02
5.008809176285102183e+01 4.227004119200616827e+01 2.906216609549146597e+04 1.336458492279052682e-02
1.875345704291552238e+02 1.509320969117833613e+02 6.709308910030059633e+04 6.589407958984374591e-01
1.522331511334394882e+01 1.165950399574656871e+01 6.746314333590551541e+03 3.448447287082671972e-04
1.181467626430678663e+01 1.126704975648007334e+01 2.340521759720038062e+03 3.698376715183257848e-04
3.333086613142747012e+01 2.890150273449553708e+01 2.100171376097056418e+04 9.302954673767089861e-04
2.790894918613246745e+01 2.069809061763825753e+01 2.131992560813939417e+04 6.674299240112304679e-04
1.645784538628798188e+01 1.214862174612675005e+01 6.216364819670664474e+03 3.485596179962158008e-04
2.076050042271589646e+01 1.827461517081763276e+01 1.018471301577859413e+04 7.957555651664733947e-04
2.681242005483665736e+01 2.508422993935063161e+01 1.347287629485766411e+04 8.700358867645264062e-04
2.331085311186256348e+01 1.190347994858205105e+01 3.302983855378644876e+03 6.341722869873046842e-02
1.714819884612363055e+01 1.437624700482670193e+01 6.795634339889147668e+03 3.441610336303711120e-04
2.983826310568166207e+01 2.135999941904309196e+01 5.879421319141413733e+03 3.147503376007079919e-03
1.661009518385880313e+01 1.149907816885681022e+01 5.358262882601331512e+03 3.498762845993041884e-04
3.169569236449221705e+01 2.687762671382972712e+01 7.871846995713053730e+03 4.912707328796386483e-03
1.018090825965651192e+01 9.794788977425710641e+00 2.320015642802629372e+03 3.650268614292144845e-04
1.488465182627701040e+02 1.019636996291556557e+02 7.600762195085245185e+04 4.895114135742187345e-01
1.216972177450306702e+01 8.899186696286669473e+00 2.639465414882793993e+03 3.645027279853821009e-04
5.600037563970836629e+01 3.750750770057364036e+01 3.616960339405250852e+04 2.162785339355468781e-02
1.281281272307610486e+01 8.784751883493257196e+00 2.660128921454798274e+03 3.645027279853821009e-04
1.986432148660768249e+01 1.726297796427610365e+01 9.804736801655419185e+03 3.162092864513397204e-04
1.938574097731095236e+01 1.498398598121281289e+01 9.772258643215409393e+03 3.101044297218322936e-04
9.169385440713914193e+01 6.650037999602764671e+01 2.546669871328614681e+04 6.039459228515624556e-01
1.638727284447386623e+01 1.447300114774605184e+01 2.542794982173951666e+03 4.102128446102142555e-04
2.052086844393355847e+01 1.717842533453267961e+01 7.348949750926579327e+03 2.112619876861572109e-03
2.601407284951614685e+01 1.924914934474452011e+01 1.393474152388487346e+04 1.187737584114074724e-03
1.934741477003850463e+01 1.855296128363721309e+01 2.244306938180840007e+03 5.106676816940307817e-04
3.731803677029964774e+02 2.989223386165644456e+02 6.402960557323011744e+04 9.539819335937500533e-01
5.834328704805595578e+01 4.602842199236986431e+01 2.808322217912390988e+04 2.584498405456542997e-02
1.489741000789811665e+01 1.163966090748237647e+01 7.235923877905528570e+03 3.440778851509094160e-04
2.293424838365787721e+01 2.160827834624360122e+01 5.132229018127702147e+03 2.912503242492675993e-03
1.818678322137440162e+01 1.316830747630821286e+01 6.652039644672504437e+03 3.489550650119781368e-04
1.558291721313389644e+02 8.705323850700754917e+01 4.721284371625421045e+04 7.449965209960937029e-01
1.539486349291120426e+01 1.157099563112940821e+01 5.599047143400292043e+03 3.470401167869567984e-04
4.401279535763519135e+01 2.973954158089845379e+01 1.331111481837863175e+04 3.718410491943359431e-02
2.189412418789537185e+02 1.746976810286213322e+02 7.038666722119451151e+04 8.433648681640625311e-01
3.164531628410489361e+01 2.170576600779676113e+01 2.127816340885304453e+04 9.124556183815002528e-04
2.463497363826453324e+01 1.921122833389170381e+01 1.279989129241680348e+04 8.690016269683837821e-04
3.380647812601246471e+01 2.070540197511103742e+01 9.228742974067619798e+03 2.147443962097167827e-02
3.071895868829519571e+01 2.195246686834084215e+01 1.860223240959154646e+04 7.831493616104126402e-04
4.974109745335671562e+01 3.217466041652818376e+01 3.866702827851500479e+04 5.765998363494872700e-03
3.609729825510185606e+02 3.184468389050577457e+02 8.960565893283628975e+04 9.053894042968749778e-01
4.037856974053200787e+01 2.950403391347256132e+01 1.120284508131818620e+04 1.462007236480712853e-02
2.493709613267910541e+01 2.211466055024018118e+01 4.691726111106954704e+03 5.657006263732910524e-03
1.728355567500719303e+02 1.346254194129403459e+02 4.353928004882668029e+04 8.716857299804687820e-01
5.530588981738742405e+01 3.653922444843592388e+01 1.519440765601577004e+04 4.533168792724609486e-02
3.603986048419102417e+01 3.294889279391239967e+01 7.648718670835492958e+03 4.954780578613281194e-02
4.357912263188013924e+01 3.155324555597745828e+01 2.260883686773297086e+04 4.458370208740233993e-03
6.819997509172708305e+01 4.453721864716926859e+01 5.122033102867423440e+04 3.010496902465820482e-02
3.442245227412720965e+01 2.887390591046503019e+01 1.601675897160538807e+04 8.847269058227538729e-03
1.218777822240222264e+01 1.127036802456641773e+01 2.307638652188336891e+03 3.802312612533569188e-04
2.409133712474244504e+01 1.868139487708151592e+01 1.437122541683923919e+04 7.715901136398315438e-04
1.140416523575316532e+01 9.203129387379934911e+00 2.417497130388774167e+03 3.646847307682037553e-04
1.969582565518233963e+01 1.479542211703148702e+01 2.947332257463693168e+03 4.100863337516784651e-04
6.895246207768579438e+01 5.387735317098973553e+01 3.403415232626388024e+04 5.581127548217773571e-02
8.432305973333509996e+01 6.346873906072610083e+01 3.727964193466500728e+04 1.939254913330078212e-01
1.982918947552227706e+01 1.667520072135302200e+01 7.292501220415695570e+03 3.639186024665832619e-04
5.024871182313397355e+01 4.563642650335360429e+01 2.746570975929586348e+04 4.726372718811035385e-03
